,node,betweenness,gene
4362,Pellino-1 mRNA,0.0,Pellino-1 mRNA
4363,MD2,0.0,MD2
4364,IL-8 mRNA,0.0,IL-8 mRNA
4365,myeloid differentiation primary response protein,0.0,myeloid differentiation primary response protein
4367,adapter inducing,0.0,adapter inducing
4368,cytokine,0.0,cytokine
4370,TGF--activated kinase,0.0,TGF--activated kinase
4371,TAK,0.0,TAK
4372,TNFR-associated factor 6,0.0,TNFR-associated factor 6
4374,IFN regulatory factor 3,0.0,IFN regulatory factor 3
4422,pyruvate dehydrogenase phosphatase 1,0.0,pyruvate dehydrogenase phosphatase 1
4423,Pdp1,0.0,Pdp1
4424,M1 gene,0.0,M1 gene
4496,microsomal stress protein,0.0,microsomal stress protein
4477,adenosine monophosphate-activated protein kinase,0.0,adenosine monophosphate-activated protein kinase
4479,ETS2,0.0,ETS2
4480,miR-29a,0.0,miR-29a
4481,miR-142-3p,0.0,miR-142-3p
4483,Dicer,0.0,Dicer
4484,Col4a2,0.0,Col4a2
4485,Spry1,0.0,Spry1
4486,Timp3,0.0,Timp3
4487,Csf1r+,0.0,Csf1r+
4488,CD115+,0.0,CD115+
4491,integrase,0.0,integrase
4493,fumarate hydratase,0.0,fumarate hydratase
4495,Nuclear heme oxygenase-1,0.0,Nuclear heme oxygenase-1
4497,Nuclear factor erythroid 2-related factor 2,0.0,Nuclear factor erythroid 2-related factor 2
4425,HMac M1,0.0,HMac M1
4498,HO-,0.0,HO-
4499,nuclear HO-1,0.0,nuclear HO-1
4500,glycogen synthase kinase 3,0.0,glycogen synthase kinase 3
4501,NQO1,0.0,NQO1
4503,myeloid growth factor receptor,0.0,myeloid growth factor receptor
4505,FOSB,0.0,FOSB
4506,hMPP,0.0,hMPP
4507,FGRS transgenes,0.0,FGRS transgenes
4508,FGRS genes,0.0,FGRS genes
4510,Ly6c,0.0,Ly6c
4511,FoxP3,0.0,FoxP3
4513,MicroRNA 21,0.0,MicroRNA 21
4514,miRNA 21,0.0,miRNA 21
4476,dectin-1,0.0,dectin-1
4474,CSF2RB mutations,0.0,CSF2RB mutations
4473,Csf2rb,0.0,Csf2rb
4471,T-cell receptors,0.0,T-cell receptors
4427,BCR-ABL1,0.0,BCR-ABL1
4430,CSF1R mAb,0.0,CSF1R mAb
4433,Interleukin-3,0.0,Interleukin-3
4435,-CSF,0.0,-CSF
4436,myeloid-cell-forming complex,0.0,myeloid-cell-forming complex
4437,CD66b,0.0,CD66b
4442,Nucleostemin,0.0,Nucleostemin
4443,EPCR,0.0,EPCR
4444,Pax-6,0.0,Pax-6
4445,Ezrin,0.0,Ezrin
4447,RUNX1c,0.0,RUNX1c
4448,SCL,0.0,SCL
4451,calcineurin,0.0,calcineurin
4452,gamma interferon,0.0,gamma interferon
4453,interleukin 4,0.0,interleukin 4
4454,nuclear factor of activated T cells,0.0,nuclear factor of activated T cells
4457,mitogen-activated protein (MAP)/extracellular signal-regulated kinase (ERK) kinase,0.0,mitogen-activated protein (MAP)/extracellular signal-regulated kinase (ERK) kinase
4458,MEK) 1/2,0.0,MEK) 1/2
4460,MYD88,0.0,MYD88
4461,"fructose-2,6-biphosphatas",0.0,"fructose-2,6-biphosphatas"
4463,Bax(-/-),0.0,Bax(-/-)
4464,Bcl-2 family,0.0,Bcl-2 family
4466,linker histone H1 proteins,0.0,linker histone H1 proteins
4468,H4 K16,0.0,H4 K16
4469,linker histones,0.0,linker histones
3287,PCGF1,0.0,PCGF1
2657,Ifn-/lipopolysaccharide,0.0,Ifn-/lipopolysaccharide
3285,polycomb repressive complex (PRC) 1 and 2,0.0,polycomb repressive complex (PRC) 1 and 2
1272,MRCSR,0.0,MRCSR
1249,LINC00978,0.0,LINC00978
1250,Mir4435-2hg,0.0,Mir4435-2hg
1252,SCD5,0.0,SCD5
1253,SPARC,0.0,SPARC
1254,stearoyl-CoA desaturating enzymes,0.0,stearoyl-CoA desaturating enzymes
1255,SCD1,0.0,SCD1
1256,Sparc,0.0,Sparc
1259,VEGFs,0.0,VEGFs
1261,IL17,0.0,IL17
1267,GFI1B,0.0,GFI1B
1268,Gfi1b,0.0,Gfi1b
1269,FAO-related genes,0.0,FAO-related genes
1271,Mdivi1,0.0,Mdivi1
1277,Runt-Related Transcription Factor 1,0.0,Runt-Related Transcription Factor 1
1245,LAM,0.0,LAM
1278,runt-related transcription factor 1,0.0,runt-related transcription factor 1
1279,RUNX1 mutations,0.0,RUNX1 mutations
1280,RUNX1 protein,0.0,RUNX1 protein
1281,granulocyte colony-stimulating factor 3 receptor,0.0,granulocyte colony-stimulating factor 3 receptor
1282,GCSF3R,0.0,GCSF3R
1283,CXXC finger protein 4,0.0,CXXC finger protein 4
1284,CXXC4,0.0,CXXC4
1285,ten-eleven translocation,0.0,ten-eleven translocation
1286,RUNX1 genes,0.0,RUNX1 genes
1287,CXXC4 gene,0.0,CXXC4 gene
1289,CEBP family,0.0,CEBP family
1290,CEBP-,0.0,CEBP-
1292,LILRB2-Receptor,0.0,LILRB2-Receptor
1248,MIR4435-2HG,0.0,MIR4435-2HG
1244,TREM2high,0.0,TREM2high
1194,TGF- receptors,0.0,TGF- receptors
1217,Elp3,0.0,Elp3
1197,STAT3i,0.0,STAT3i
1198,Ptf1a(cre/+),0.0,Ptf1a(cre/+)
1199,LSL-,0.0,LSL-
1200,Kras(G12D/+;,0.0,Kras(G12D/+;
1201,Tgfbr2(flox/flox,0.0,Tgfbr2(flox/flox
1203,Map2k1,0.0,Map2k1
1204,Mek1,0.0,Mek1
1209,Lrrc15,0.0,Lrrc15
1210,Ly6a,0.0,Ly6a
1211,Cd34,0.0,Cd34
1213,human cathelicidin peptide LL-37,0.0,human cathelicidin peptide LL-37
1214,cathelicidin family,0.0,cathelicidin family
1215,LL-37,0.0,LL-37
1218,Elongator complex,0.0,Elongator complex
1243,STAB1,0.0,STAB1
1219,FoxO1,0.0,FoxO1
1221,mitochondrial ribosome large subunit proteins,0.0,mitochondrial ribosome large subunit proteins
1222,Mrpl3,0.0,Mrpl3
1223,Mrpl13,0.0,Mrpl13
1224,Mrpl47,0.0,Mrpl47
1225,Ric8b,0.0,Ric8b
1229,CD11c+,0.0,CD11c+
1231,Lal,0.0,Lal
1235,Colony-stimulating factor 1 receptor,0.0,Colony-stimulating factor 1 receptor
1238,p19ARF,0.0,p19ARF
1239,P21,0.0,P21
1240,hTERT gene,0.0,hTERT gene
1293,SHP1/2 phosphatase,0.0,SHP1/2 phosphatase
1296,iNOS gene,0.0,iNOS gene
1298,Scid,0.0,Scid
1371,PHICS,0.0,PHICS
1350,PUMA,0.0,PUMA
1353,pP65,0.0,pP65
1355,CBX2,0.0,CBX2
1356,PRC1 complex,0.0,PRC1 complex
1358,CBX2 RNA,0.0,CBX2 RNA
1360,GPAT1,0.0,GPAT1
1361,Glycerol-3-phosphate acyltransferases,0.0,Glycerol-3-phosphate acyltransferases
1362,GPATs,0.0,GPATs
1363,GPAT isozymes,0.0,GPAT isozymes
1365,Afp,0.0,Afp
1366,Cdh17,0.0,Cdh17
1368,protein kinaseC,0.0,protein kinaseC
1370,Bruton,0.0,Bruton
1372,BCR-ABL,0.0,BCR-ABL
1305,PECAM-1,0.0,PECAM-1
1375,farnesyl pyrophosphate synthase,0.0,farnesyl pyrophosphate synthase
1376,small Guanosine Triphosphate-binding proteins,0.0,small Guanosine Triphosphate-binding proteins
1378,Rho,0.0,Rho
1379,Rac,0.0,Rac
1380,Rab,0.0,Rab
1382,C-X-C motif chemokine ligand-12,0.0,C-X-C motif chemokine ligand-12
1383,C-X-C motif chemokine receptor-4,0.0,C-X-C motif chemokine receptor-4
1385,CXCR4(+),0.0,CXCR4(+)
1390,Mettl14,0.0,Mettl14
1392,Myd88 mRNA,0.0,Myd88 mRNA
1393,Mettl14 gene,0.0,Mettl14 gene
1397,CD3(+),0.0,CD3(+)
1349,PUMA promoter,0.0,PUMA promoter
1348,associated protein 9,0.0,associated protein 9
1347,BCL2-family genes,0.0,BCL2-family genes
1345,myeloid DNMT3B,0.0,myeloid DNMT3B
1306,Flk-1,0.0,Flk-1
1308,SRC,0.0,SRC
1311,mutated IDH enzymes,0.0,mutated IDH enzymes
1312,IDH mutants,0.0,IDH mutants
1315,mesenchyme homeobox 1,0.0,mesenchyme homeobox 1
1316,MEOX1,0.0,MEOX1
1319,Mitochondrial calcium uniporter,0.0,Mitochondrial calcium uniporter
1320,mitochondrial Ca(2+) uniporter,0.0,mitochondrial Ca(2+) uniporter
1322,"nucleotide-binding domain, leucine-rich repeat containing family",0.0,"nucleotide-binding domain, leucine-rich repeat containing family"
1323,pyrin,0.0,pyrin
1324,Mcu,0.0,Mcu
1325,interleukin (IL)-1,0.0,interleukin (IL)-1
1326,flagellin,0.0,flagellin
1327,ESCRT,0.0,ESCRT
1328,endosomal sorting complex required,0.0,endosomal sorting complex required
1329,mye),0.0,mye)
1331,SRC-kinase,0.0,SRC-kinase
1333,myeloid-specific hematopoietic cell kinase,0.0,myeloid-specific hematopoietic cell kinase
1334,anti-CD40,0.0,anti-CD40
1337,Myeloid DNA methyltransferase3b,0.0,Myeloid DNA methyltransferase3b
1338,macrophage specific DNA methyltransferase (DNMT)3B,0.0,macrophage specific DNA methyltransferase (DNMT)3B
1339,Dnmt3b,0.0,Dnmt3b
1340,interleukin (IL)4,0.0,interleukin (IL)4
1341,transforming growth factor beta 1,0.0,transforming growth factor beta 1
1342,TGFB1,0.0,TGFB1
1343,Arg1 promotor,0.0,Arg1 promotor
1344,DNMT3B,0.0,DNMT3B
1196,MEKi,0.0,MEKi
1193,PD-1 molecules,0.0,PD-1 molecules
1399,LY75,0.0,LY75
1059,iICPs,0.0,iICPs
1037,MIP-1,0.0,MIP-1
1040,Chitinase-3 like-protein-1,0.0,Chitinase-3 like-protein-1
1041,Chitinase-3-like protein 1,0.0,Chitinase-3-like protein 1
1042,CHI3L1,0.0,CHI3L1
1043,actinin alpha 4,0.0,actinin alpha 4
1044,ACTN4,0.0,ACTN4
1045,NFKB1,0.0,NFKB1
1046,NF-B subunit,0.0,NF-B subunit
1048,CD274,0.0,CD274
1049,HAVCR2,0.0,HAVCR2
1054,endoglin,0.0,endoglin
1055,TGF receptor,0.0,TGF receptor
1056,human CD105 CAR,0.0,human CD105 CAR
1063,L1,0.0,L1
1032,EBF1,0.0,EBF1
1066,CD11b(+,0.0,CD11b(+
1068,rRNA,0.0,rRNA
1069,2&#x27;-O-methyltransferase fibrillarin,0.0,2&#x27;-O-methyltransferase fibrillarin
1070,FBL,0.0,FBL
1071,amino acid transporter mRNAs,0.0,amino acid transporter mRNAs
1072,18S-guanosine 1447,0.0,18S-guanosine 1447
1073,LSC,0.0,LSC
1074,rRNA 2,0.0,rRNA 2
1079,FBP1,0.0,FBP1
1080,"fructose-1,6-bisphosphatase 1",0.0,"fructose-1,6-bisphosphatase 1"
1081,FLT3 mutations,0.0,FLT3 mutations
1082,FBP1 transgene,0.0,FBP1 transgene
1084,P53 promoter,0.0,P53 promoter
1033,FOXO3,0.0,FOXO3
1031,FOXO1,0.0,FOXO1
1192,anti-PD-L1 monoclonal antibodies,0.0,anti-PD-L1 monoclonal antibodies
998,Signal-Regularity Protein,0.0,Signal-Regularity Protein
968,IL-9,0.0,IL-9
969,PI3(+,0.0,PI3(+
973,Oncogenic IDH1 Mutation,0.0,Oncogenic IDH1 Mutation
974,Synthetic Isocitrate dehydrogenase 1 and 2,0.0,Synthetic Isocitrate dehydrogenase 1 and 2
976,acetyl CoA carboxylase 1,0.0,acetyl CoA carboxylase 1
979,mIDH1,0.0,mIDH1
980,mIDH2,0.0,mIDH2
989,Dectin-3,0.0,Dectin-3
990,p-Syk,0.0,p-Syk
991,HIF-1 target genes,0.0,HIF-1 target genes
994,PKM2 (,0.0,PKM2 (
996,cyclin-dependent kinase,0.0,cyclin-dependent kinase
1001,p21TD-Mos,0.0,p21TD-Mos
1002,p21TD,0.0,p21TD
1004,LILRBs,0.0,LILRBs
1005,LAIR1,0.0,LAIR1
1006,leukocyte Ig-like receptor subfamily B (LILRB) proteins,0.0,leukocyte Ig-like receptor subfamily B (LILRB) proteins
1008,FAM-related genes,0.0,FAM-related genes
1009,FAM,0.0,FAM
1011,FAM gene,0.0,FAM gene
1013,matrix metalloproteases,0.0,matrix metalloproteases
1018,Atf3,0.0,Atf3
1021,cytotoxic T lymphocyte-associated protein-4,0.0,cytotoxic T lymphocyte-associated protein-4
1027,Pyruvate Kinase M2,0.0,Pyruvate Kinase M2
1028,Pyruvate kinase M2,0.0,Pyruvate kinase M2
1085,cytochrome c oxidase subunit 2,0.0,cytochrome c oxidase subunit 2
1086,MT-CO,0.0,MT-CO
1087,PTEN-induced kinase,0.0,PTEN-induced kinase
1162,serpin family G member 1,0.0,serpin family G member 1
1146,ETC,0.0,ETC
1147,ETC complex II,0.0,ETC complex II
1148,CII,0.0,CII
1149,SDHAF1,0.0,SDHAF1
1150,succinate dehydrogenase assembly factor 1,0.0,succinate dehydrogenase assembly factor 1
1152,lncMMPA,0.0,lncMMPA
1153,ALDH1A3,0.0,ALDH1A3
1154,miR-548s,0.0,miR-548s
1158,SerpinG1,0.0,SerpinG1
1159,Pax8-cre,0.0,Pax8-cre
1160,Atg7 (,0.0,Atg7 (
1161,Atg7,0.0,Atg7
1163,nuclear factor-erythroid 2 related factor 2,0.0,nuclear factor-erythroid 2 related factor 2
1088,PINK1,0.0,PINK1
1166,signal regulatory protein,0.0,signal regulatory protein
1167,CD24,0.0,CD24
1168,SIGLEC-10,0.0,SIGLEC-10
1170,LILRB1,0.0,LILRB1
1174,protein kinase RNA-like ER kinase,0.0,protein kinase RNA-like ER kinase
1176,phosphoserine aminotransferase 1,0.0,phosphoserine aminotransferase 1
1181,Interferon regulatory factor 8,0.0,Interferon regulatory factor 8
1184,LDLRAP1,0.0,LDLRAP1
1185,PNPLA6,0.0,PNPLA6
1186,DGKA,0.0,DGKA
1187,CBR1,0.0,CBR1
1190,TGF- Inhibitor,0.0,TGF- Inhibitor
1191,transforming growth factor beta,0.0,transforming growth factor beta
1145,Respiratory Complex II,0.0,Respiratory Complex II
1143,pyruvate dehydrogenase E1 component subunit alpha,0.0,pyruvate dehydrogenase E1 component subunit alpha
1142,PDHA1,0.0,PDHA1
1140,HLA-DQ,0.0,HLA-DQ
1091,cytotoxic T lymphocyte-associated protein 4,0.0,cytotoxic T lymphocyte-associated protein 4
1092,chimeric antigen receptor T,0.0,chimeric antigen receptor T
1097,CD8(+) T cell effector molecules,0.0,CD8(+) T cell effector molecules
1098,CD45(+),0.0,CD45(+)
1100,BIM,0.0,BIM
1102,pro,0.0,pro
1103,protein BIM,0.0,protein BIM
1104,MULE,0.0,MULE
1105,mTOR complex 2,0.0,mTOR complex 2
1108,MCP-Induced Protein 1,0.0,MCP-Induced Protein 1
1109,MCP-induced protein 1,0.0,MCP-induced protein 1
1110,MCPIP1,0.0,MCPIP1
1111,Regnase,0.0,Regnase
1112,RNase,0.0,RNase
1114,Heparin-sulfate proteoglycans,0.0,Heparin-sulfate proteoglycans
1115,HSPGs,0.0,HSPGs
1116,HSPG,0.0,HSPG
1118,Poly(ADP-ribose) polymerase,0.0,Poly(ADP-ribose) polymerase
1122,KDM6,0.0,KDM6
1125,ONP-302,0.0,ONP-302
1127,CXCL11,0.0,CXCL11
1128,B7H3,0.0,B7H3
1132,Nlrp3,0.0,Nlrp3
1135,Siglec-15,0.0,Siglec-15
1137,CLEVER-,0.0,CLEVER-
1398,CD14 (+,0.0,CD14 (+
1401,Annexin-V,0.0,Annexin-V
3284,Polycomb group (PcG) proteins,0.0,Polycomb group (PcG) proteins
1684,glutamate-cysteine ligase,0.0,glutamate-cysteine ligase
1663,JmjC Domain-Containing Proteins,0.0,JmjC Domain-Containing Proteins
1665,Jumonji C,0.0,Jumonji C
1666,JmjC,0.0,JmjC
1668,KDMs,0.0,KDMs
1670,rapamycin complex 1,0.0,rapamycin complex 1
1672,Oncostatin M,0.0,Oncostatin M
1673,Oncostatin M Receptor,0.0,Oncostatin M Receptor
1674,Osm,0.0,Osm
1675,Osm(-/-),0.0,Osm(-/-)
1676,smooth muscle actin,0.0,smooth muscle actin
1678,H3K27 histone methyltransferase,0.0,H3K27 histone methyltransferase
1680,PcrV protein,0.0,PcrV protein
1681,PcrV,0.0,PcrV
1685,Gclc,0.0,Gclc
1660,pyrvinium blunted protein,0.0,pyrvinium blunted protein
1686,mammalian target of rapamycin-1,0.0,mammalian target of rapamycin-1
1687,c-Myc transcription factors,0.0,c-Myc transcription factors
1688,Gls,0.0,Gls
1689,Hk2,0.0,Hk2
1690,methyltransferase enhancer of zeste homolog 2,0.0,methyltransferase enhancer of zeste homolog 2
1691,GCLC,0.0,GCLC
1694,GATA2 variants,0.0,GATA2 variants
1696,NeuroD1,0.0,NeuroD1
1698,Programmed cell death-1,0.0,Programmed cell death-1
1699,Bruton's tyrosine kinase,0.0,Bruton's tyrosine kinase
1701,anti-PD-1 monoclonal antibody,0.0,anti-PD-1 monoclonal antibody
1703,pembrolizumab,0.0,pembrolizumab
1661,eIF2,0.0,eIF2
1658,Colony Stimulating Factor-1 Receptor,0.0,Colony Stimulating Factor-1 Receptor
1596,p21Cip1,0.0,p21Cip1
1616,autoimmune regulator,0.0,autoimmune regulator
1601,MHC-I molecules,0.0,MHC-I molecules
1602,antitumor,0.0,antitumor
1603,HLA-DR(+,0.0,HLA-DR(+
1604,CD141(+,0.0,CD141(+
1605,CLEC9A,0.0,CLEC9A
1606,CLEC4A,0.0,CLEC4A
1607,CLEC10A,0.0,CLEC10A
1608,CD5,0.0,CD5
1610,Notch ligand delta-like 1,0.0,Notch ligand delta-like 1
1611,OP9-DL1,0.0,OP9-DL1
1612,CD5(+,0.0,CD5(+
1615,Aire,0.0,Aire
1619,Clec4e,0.0,Clec4e
1655,etanercept,0.0,etanercept
1620,Marcksl1,0.0,Marcksl1
1628,ASC,0.0,ASC
1631,SQSTM1,0.0,SQSTM1
1635,RNS,0.0,RNS
1640,Suppressor of cytokine signaling,0.0,Suppressor of cytokine signaling
1643,Galectins,0.0,Galectins
1644,galectins,0.0,galectins
1645,"galectin-1, -3, -8, and -9",0.0,"galectin-1, -3, -8, and -9"
1646,galectin,0.0,galectin
1649,Abelson,0.0,Abelson
1653,formyl peptide receptor,0.0,formyl peptide receptor
1654,2-TNF-2,0.0,2-TNF-2
1707,mitogen-activated protein kinase kinase,0.0,mitogen-activated protein kinase kinase
1708,immunoglobulin heavy-chain gene variable region,0.0,immunoglobulin heavy-chain gene variable region
1709,IGVH,0.0,IGVH
1782,FRA-1,0.0,FRA-1
1760,HIF1high,0.0,HIF1high
1765,DNA Damage Inducible Transcript 4,0.0,DNA Damage Inducible Transcript 4
1766,DDIT4,0.0,DDIT4
1768,Ddit4 mRNA,0.0,Ddit4 mRNA
1770,neutrophilic TLR4,0.0,neutrophilic TLR4
1771,TLR4loxP,0.0,TLR4loxP
1772,Lyz-cre,0.0,Lyz-cre
1773,TLR4loxP/loxP,0.0,TLR4loxP/loxP
1776,4-1BB,0.0,4-1BB
1777,Nectin-4,0.0,Nectin-4
1778,CD137 Bicycles,0.0,CD137 Bicycles
1779,Nectin-4 Bicycle,0.0,Nectin-4 Bicycle
1780,anti-CD137 antibody,0.0,anti-CD137 antibody
1783,Lipocalin-2,0.0,Lipocalin-2
1710,tumor protein p53,0.0,tumor protein p53
1785,Fosl1 gene,0.0,Fosl1 gene
1786,Lipocalin 2,0.0,Lipocalin 2
1787,NGAL,0.0,NGAL
1788,Lcn2 promoter,0.0,Lcn2 promoter
1790,Interleukin-10,0.0,Interleukin-10
1791,interferon gamma (,0.0,interferon gamma (
1792,IFN-),0.0,IFN-)
1794,isocitrate dehydrogenase 2,0.0,isocitrate dehydrogenase 2
1796,Asxl1loss,0.0,Asxl1loss
1797,oncogenic Nras,0.0,oncogenic Nras
1798,ASXL1 mutations,0.0,ASXL1 mutations
1799,NRAS mutations,0.0,NRAS mutations
1800,ASXL1 mutation,0.0,ASXL1 mutation
1759,peroxisome proliferator-,0.0,peroxisome proliferator-
1758,HIIF1,0.0,HIIF1
1756,GLUT,0.0,GLUT
1755,GLUT+,0.0,GLUT+
1711,B-cell lymphoma-extra large,0.0,B-cell lymphoma-extra large
1713,PD1+,0.0,PD1+
1715,Prep 1 Homeodomain Transcription Factor,0.0,Prep 1 Homeodomain Transcription Factor
1716,Homeodomain transcription factors,0.0,Homeodomain transcription factors
1719,Prep1 proteins,0.0,Prep1 proteins
1720,TALE (Three Amino acid Loop Extension) family,0.0,TALE (Three Amino acid Loop Extension) family
1721,PREP1,0.0,PREP1
1722,PREP1 factor,0.0,PREP1 factor
1724,Interferon Gamma,0.0,Interferon Gamma
1725,IFNg,0.0,IFNg
1726,Interferon gamma,0.0,Interferon gamma
1727,IFN-g,0.0,IFN-g
1728,TLR2/1,0.0,TLR2/1
1729,Luc,0.0,Luc
1730,FoxP3+,0.0,FoxP3+
1734,miR-17/92 cluster,0.0,miR-17/92 cluster
1738,Cebpa gene,0.0,Cebpa gene
1739,Cebpa +37kb enhancer,0.0,Cebpa +37kb enhancer
1740,LT,0.0,LT
1741,Cebpa-enhancer,0.0,Cebpa-enhancer
1743,signal-regulatory protein alpha,0.0,signal-regulatory protein alpha
1745,sCD14,0.0,sCD14
1749,cMYC,0.0,cMYC
1751,peroxisome proliferator-activated receptor gamma coactivator 1,0.0,peroxisome proliferator-activated receptor gamma coactivator 1
1753,Arginase+,0.0,Arginase+
1754,CD86+,0.0,CD86+
1598,PIM,0.0,PIM
1595,BAD,0.0,BAD
1404,VEGFR,0.0,VEGFR
1472,TGFB,0.0,TGFB
1453,G6PT(-/-,0.0,G6PT(-/-
1454,peroxisome proliferator-activated receptor-,0.0,peroxisome proliferator-activated receptor-
1455,G6PT(-/-),0.0,G6PT(-/-)
1457,Csf1,0.0,Csf1
1458,Col1a1,0.0,Col1a1
1459,intramuscular collagen,0.0,intramuscular collagen
1461,TKTL1,0.0,TKTL1
1462,Glucose-6-phosphate Dehydrogenase,0.0,Glucose-6-phosphate Dehydrogenase
1464,TKT,0.0,TKT
1465,transketolase-like-1,0.0,transketolase-like-1
1468,GAPDH,0.0,GAPDH
1470,Transforming Growth Factor-Beta,0.0,Transforming Growth Factor-Beta
1471,B-Cell Transforming growth factor-beta,0.0,B-Cell Transforming growth factor-beta
1473,SMAD signalling proteins,0.0,SMAD signalling proteins
1451,G6PT gene,0.0,G6PT gene
1475,TLR1/2,0.0,TLR1/2
1476,activating protein 1,0.0,activating protein 1
1477,AP1,0.0,AP1
1479,HPDL,0.0,HPDL
1480,CPT1A,0.0,CPT1A
1481,IDH3A,0.0,IDH3A
1482,ETFB,0.0,ETFB
1485,CCL2(+),0.0,CCL2(+)
1487,B-cell lymphoma 2,0.0,B-cell lymphoma 2
1489,TIGIT,0.0,TIGIT
1490,T cell immunoglobulin,0.0,T cell immunoglobulin
1491,immunoreceptor tyrosine-based inhibitory motif domain,0.0,immunoreceptor tyrosine-based inhibitory motif domain
1492,anti-TIGIT,0.0,anti-TIGIT
1452,G6PT(-,0.0,G6PT(-
1450,G6pt(-/-),0.0,G6pt(-/-)
1594,p27Kip1,0.0,p27Kip1
1424,Prmt7,0.0,Prmt7
1405,Bcl2 family,0.0,Bcl2 family
1407,Krppel-like Factor 4,0.0,Krppel-like Factor 4
1411,MLL-target genes,0.0,MLL-target genes
1412,helicase,0.0,helicase
1413,DDX58,0.0,DDX58
1415,oncogenic KrasG12D,0.0,oncogenic KrasG12D
1416,KrasG12D oncogene,0.0,KrasG12D oncogene
1417,p53 targets,0.0,p53 targets
1418,p53 tumor suppressor,0.0,p53 tumor suppressor
1420,PRMT7,0.0,PRMT7
1421,protein arginine methyltransferase,0.0,protein arginine methyltransferase
1422,PRMT,0.0,PRMT
1423,PRMT family,0.0,PRMT family
1425,glycine decarboxylase,0.0,glycine decarboxylase
1449,G6PT,0.0,G6PT
1426,histone arginine,0.0,histone arginine
1428,Bcr,0.0,Bcr
1429,Abl,0.0,Abl
1432,XCR1(+),0.0,XCR1(+)
1433,XCR1-ligand,0.0,XCR1-ligand
1434,XCL1,0.0,XCL1
1438,Canakinumab,0.0,Canakinumab
1439,K-rasG12D,0.0,K-rasG12D
1440,anti-IL-1 mAb,0.0,anti-IL-1 mAb
1441,PDCD1,0.0,PDCD1
1444,CDK4/6i,0.0,CDK4/6i
1445,hormone receptor,0.0,hormone receptor
1446,BRAF,0.0,BRAF
1494,NGF,0.0,NGF
1495,p75,0.0,p75
1496,nerve growth factor,0.0,nerve growth factor
1572,FK,0.0,FK
1543,cluster of differentiation (CD) 4+,0.0,cluster of differentiation (CD) 4+
1551,oncostatin M,0.0,oncostatin M
1553,OSM receptor,0.0,OSM receptor
1555,OSM axis,0.0,OSM axis
1556,CXCL16,0.0,CXCL16
1559,CD8(+) T cell,0.0,CD8(+) T cell
1560,VSSP,0.0,VSSP
1565,S100A4,0.0,S100A4
1566,S100a4,0.0,S100a4
1568,FSTL1,0.0,FSTL1
1569,Follistatin-like protein 1,0.0,Follistatin-like protein 1
1570,macrophage FSTL1,0.0,macrophage FSTL1
1576,COX,0.0,COX
1497,Ngf,0.0,Ngf
1577,Ptgs2,0.0,Ptgs2
1578,EP4i,0.0,EP4i
1579,PGE2 receptor,0.0,PGE2 receptor
1582,TP53-mutant,0.0,TP53-mutant
1584,Mesencephalic astrocyte-derived neurotrophic factor,0.0,Mesencephalic astrocyte-derived neurotrophic factor
1585,MANF,0.0,MANF
1586,myeloid cell MANF,0.0,myeloid cell MANF
1587,myeloid-specific MANF gene,0.0,myeloid-specific MANF gene
1590,PIM2 kinase,0.0,PIM2 kinase
1591,(PIM2),0.0,(PIM2)
1592,PIM2,0.0,PIM2
1593,CDC25A,0.0,CDC25A
1541,FA-TLR7-1A,0.0,FA-TLR7-1A
1539,FA-,0.0,FA-
1538,TLR7-1A,0.0,TLR7-1A
1498,Pdgfra(+,0.0,Pdgfra(+
1502,Interleukin-1 Receptor Associated Kinase-4,0.0,Interleukin-1 Receptor Associated Kinase-4
1503,p48,0.0,p48
1505,TP53(f/f),0.0,TP53(f/f)
1506,LSL-KRAS(G12D),0.0,LSL-KRAS(G12D)
1508,hyaluronan synthase 2,0.0,hyaluronan synthase 2
1510,PKR-like endoplasmic reticulum kinase,0.0,PKR-like endoplasmic reticulum kinase
1512,Endothelial lipase,0.0,Endothelial lipase
1513,Dnmt3aR878H/WT,0.0,Dnmt3aR878H/WT
1514,NrasG12D/WT,0.0,NrasG12D/WT
1516,LIPG,0.0,LIPG
1517,Dnmt3a,0.0,Dnmt3a
1518,DNMT3A R882C mutation,0.0,DNMT3A R882C mutation
1520,NHS,0.0,NHS
1521,rmIL-12,0.0,rmIL-12
1522,IL-12 receptor,0.0,IL-12 receptor
1524,CLEC5A,0.0,CLEC5A
1525,C-Type lectin receptor 5A,0.0,C-Type lectin receptor 5A
1526,Syk-),0.0,Syk-)
1527,CLEC5A receptor,0.0,CLEC5A receptor
1528,CLEC5A gene polymorphisms,0.0,CLEC5A gene polymorphisms
1529,agonistic -CLEC5A antibody,0.0,agonistic -CLEC5A antibody
1530,macrophage-derived chemokine,0.0,macrophage-derived chemokine
1531,MDC,0.0,MDC
1533,thymus and activation chemokine,0.0,thymus and activation chemokine
1534,TARC,0.0,TARC
1537,Toll-like receptor 7,0.0,Toll-like receptor 7
962,IL-10low,0.0,IL-10low
961,IFN1high,0.0,IFN1high
958,Fabp5,0.0,Fabp5
383,interphotoreceptor retinoid-binding protein,0.0,interphotoreceptor retinoid-binding protein
363,SRSF2 mutations,0.0,SRSF2 mutations
364,RAS-genes,0.0,RAS-genes
366,NPM1 mutations,0.0,NPM1 mutations
367,ETV6,0.0,ETV6
368,IKZF1,0.0,IKZF1
